from,to,cost
41_10,41_11,1
41_10,42_10,1
41_11,41_12,1
41_11,42_11,1
41_12,41_13,1
41_12,42_12,1
41_13,41_14,1
41_13,42_13,1
41_14,41_15,1
41_14,42_14,1
41_15,41_16,1
41_15,42_15,1
41_16,41_17,1
41_16,42_16,1
41_17,41_18,1
41_17,42_17,1
41_18,41_19,1
41_18,42_18,1
41_19,41_20,1
41_19,42_19,1
41_20,41_21,1
41_20,42_20,1
41_21,41_22,1
41_21,42_21,1
41_22,41_23,1
41_22,42_22,1
41_23,41_24,1
41_23,42_23,1
41_24,41_25,1
41_24,42_24,1
41_25,41_26,1
41_25,42_25,1
41_26,41_27,1
41_26,42_26,1
41_27,41_28,1
41_27,42_27,1
41_28,41_29,1
41_28,42_28,1
41_29,41_30,1
41_29,42_29,1
41_30,41_31,1
41_30,42_30,1
41_31,41_32,1
41_31,42_31,1
41_32,41_33,1
41_32,42_32,1
41_33,41_34,1
41_33,42_33,1
41_34,41_35,1
41_34,42_34,1
41_35,41_36,1
41_35,42_35,1
41_36,41_37,1
41_36,42_36,1
41_37,41_38,1
41_37,42_37,1
41_38,41_39,1
41_38,42_38,1
41_39,41_40,1
41_39,42_39,1
41_40,41_41,1
41_40,42_40,1
41_41,41_42,1
41_41,42_41,1
41_42,41_43,1
41_42,42_42,1
41_43,41_44,1
41_43,42_43,1
41_44,41_45,1
41_44,42_44,1
41_45,41_46,1
41_45,42_45,1
41_46,41_47,1
41_46,42_46,1
41_47,41_48,1
41_47,42_47,1
41_48,41_49,1
41_48,42_48,1
41_49,41_50,1
41_49,42_49,1
41_50,41_51,1
41_50,42_50,1
41_51,41_52,1
41_51,42_51,1
41_52,41_53,1
41_52,42_52,1
41_53,41_54,1
41_53,42_53,1
41_54,41_55,1
41_54,42_54,1
41_55,41_56,1
41_55,42_55,1
41_56,41_57,1
41_56,42_56,1
41_57,41_58,1
41_57,42_57,1
41_58,41_59,1
41_58,42_58,1
41_59,41_60,1
41_59,42_59,1
41_60,42_60,1
41_66,41_67,1
41_66,42_66,1
41_67,41_68,1
41_67,42_67,1
41_68,41_69,1
41_68,42_68,1
41_69,41_70,1
41_69,42_69,1
41_70,41_71,1
41_70,42_70,1
41_71,41_72,1
41_71,42_71,1
41_72,41_73,1
41_72,42_72,1
41_73,41_74,1
41_73,42_73,1
41_74,41_75,1
41_74,42_74,1
41_75,41_76,1
41_75,42_75,1
41_76,41_77,1
41_76,42_76,1
41_77,41_78,1
41_77,42_77,1
41_78,42_78,1
42_1,42_2,1
42_1,43_1,1
42_2,42_3,1
42_2,43_2,1
42_3,42_4,1
42_3,43_3,1
42_4,42_5,1
42_4,43_4,1
42_5,42_6,1
42_5,43_5,1
42_6,42_7,1
42_6,43_6,1
42_7,42_8,1
42_7,43_7,1
42_8,42_9,1
42_8,43_8,1
42_9,42_10,1
42_9,43_9,1
42_10,42_11,1
42_10,43_10,1
42_11,42_12,1
42_11,43_11,1
42_12,42_13,1
42_12,43_12,1
42_13,42_14,1
42_13,43_13,1
42_14,42_15,1
42_14,43_14,1
42_15,42_16,1
42_15,43_15,1
42_16,42_17,1
42_16,43_16,1
42_17,42_18,1
42_17,43_17,1
42_18,42_19,1
42_18,43_18,1
42_19,42_20,1
42_19,43_19,1
42_20,42_21,1
42_20,43_20,1
42_21,42_22,1
42_21,43_21,1
42_22,42_23,1
42_22,43_22,1
42_23,42_24,1
42_23,43_23,1
42_24,42_25,1
42_24,43_24,1
42_25,42_26,1
42_25,43_25,1
42_26,42_27,1
42_26,43_26,1
42_27,42_28,1
42_27,43_27,1
42_28,42_29,1
42_28,43_28,1
42_29,42_30,1
42_29,43_29,1
42_30,42_31,1
42_30,43_30,1
42_31,42_32,1
42_31,43_31,1
42_32,42_33,1
42_32,43_32,1
42_33,42_34,1
42_33,43_33,1
42_34,42_35,1
42_34,43_34,1
42_35,42_36,1
42_35,43_35,1
42_36,42_37,1
42_36,43_36,1
42_37,42_38,1
42_37,43_37,1
42_38,42_39,1
42_38,43_38,1
42_39,42_40,1
42_39,43_39,1
42_40,42_41,1
42_40,43_40,1
42_41,42_42,1
42_41,43_41,1
42_42,42_43,1
42_42,43_42,1
42_43,42_44,1
42_43,43_43,1
42_44,42_45,1
42_44,43_44,1
42_45,42_46,1
42_45,43_45,1
42_46,42_47,1
42_46,43_46,1
42_47,42_48,1
42_47,43_47,1
42_48,42_49,1
42_48,43_48,1
42_49,42_50,1
42_49,43_49,1
42_50,42_51,1
42_50,43_50,1
42_51,42_52,1
42_51,43_51,1
42_52,42_53,1
42_52,43_52,1
42_53,42_54,1
42_54,42_55,1
42_54,43_54,1
42_55,42_56,1
42_55,43_55,1
42_56,42_57,1
42_56,43_56,1
42_57,42_58,1
42_57,43_57,1
42_58,42_59,1
42_58,43_58,1
42_59,42_60,1
42_59,43_59,1
42_60,43_60,1
42_62,42_63,1
42_62,43_62,1
42_63,42_64,1
42_63,43_63,1
42_64,42_65,1
42_64,43_64,1
42_65,42_66,1
42_65,43_65,1
42_66,42_67,1
42_66,43_66,1
42_67,42_68,1
42_67,43_67,1
42_68,42_69,1
42_68,43_68,1
42_69,42_70,1
42_69,43_69,1
42_70,42_71,1
42_70,43_70,1
42_71,42_72,1
42_71,43_71,1
42_72,42_73,1
42_72,43_72,1
42_73,42_74,1
42_73,43_73,1
42_74,42_75,1
42_74,43_74,1
42_75,42_76,1
42_75,43_75,1
42_76,42_77,1
42_76,43_76,1
42_77,42_78,1
42_77,43_77,1
42_78,43_78,1
43_1,43_2,1
43_1,44_1,1
43_2,43_3,1
43_2,44_2,1
43_3,43_4,1
43_3,44_3,1
43_4,43_5,1
43_4,44_4,1
43_5,43_6,1
43_5,44_5,1
43_6,43_7,1
43_6,44_6,1
43_7,43_8,1
43_7,44_7,1
43_8,43_9,1
43_8,44_8,1
43_9,43_10,1
43_9,44_9,1
43_10,43_11,1
43_10,44_10,1
43_11,43_12,1
43_11,44_11,1
43_12,43_13,1
43_12,44_12,1
43_13,43_14,1
43_13,44_13,1
43_14,43_15,1
43_14,44_14,1
43_15,43_16,1
43_15,44_15,1
43_16,43_17,1
43_16,44_16,1
43_17,43_18,1
43_18,43_19,1
43_19,43_20,1
43_20,43_21,1
43_21,43_22,1
43_22,43_23,1
43_22,44_22,1
43_23,43_24,1
43_23,44_23,1
43_24,43_25,1
43_24,44_24,1
43_25,43_26,1
43_25,44_25,1
43_26,43_27,1
43_26,44_26,1
43_27,43_28,1
43_27,44_27,1
43_28,43_29,1
43_28,44_28,1
43_29,43_30,1
43_29,44_29,1
43_30,43_31,1
43_30,44_30,1
43_31,43_32,1
43_31,44_31,1
43_32,43_33,1
43_32,44_32,1
43_33,43_34,1
43_33,44_33,1
43_34,43_35,1
43_34,44_34,1
43_35,43_36,1
43_35,44_35,1
43_36,43_37,1
43_36,44_36,1
43_37,43_38,1
43_37,44_37,1
43_38,43_39,1
43_38,44_38,1
43_39,43_40,1
43_39,44_39,1
43_40,43_41,1
43_40,44_40,1
43_41,43_42,1
43_41,44_41,1
43_42,43_43,1
43_42,44_42,1
43_43,43_44,1
43_43,44_43,1
43_44,43_45,1
43_44,44_44,1
43_45,43_46,1
43_45,44_45,1
43_46,43_47,1
43_46,44_46,1
43_47,43_48,1
43_47,44_47,1
43_48,43_49,1
43_48,44_48,1
43_49,43_50,1
43_49,44_49,1
43_50,43_51,1
43_50,44_50,1
43_51,43_52,1
43_51,44_51,1
43_52,44_52,1
43_54,43_55,1
43_54,44_54,1
43_55,43_56,1
43_55,44_55,1
43_56,43_57,1
43_56,44_56,1
43_57,43_58,1
43_57,44_57,1
43_58,43_59,1
43_58,44_58,1
43_59,43_60,1
43_59,44_59,1
43_60,44_60,1
43_62,43_63,1
43_62,44_62,1
43_63,43_64,1
43_63,44_63,1
43_64,43_65,1
43_64,44_64,1
43_65,43_66,1
43_65,44_65,1
43_66,43_67,1
43_66,44_66,1
43_67,43_68,1
43_67,44_67,1
43_68,43_69,1
43_68,44_68,1
43_69,43_70,1
43_69,44_69,1
43_70,43_71,1
43_70,44_70,1
43_71,43_72,1
43_71,44_71,1
43_72,43_73,1
43_72,44_72,1
43_73,43_74,1
43_73,44_73,1
43_74,43_75,1
43_74,44_74,1
43_75,43_76,1
43_75,44_75,1
43_76,43_77,1
43_76,44_76,1
43_77,43_78,1
43_77,44_77,1
43_78,44_78,1
44_1,44_2,1
44_1,45_1,1
44_2,44_3,1
44_2,45_2,1
44_3,44_4,1
44_3,45_3,1
44_4,44_5,1
44_4,45_4,1
44_5,44_6,1
44_5,45_5,1
44_6,44_7,1
44_6,45_6,1
44_7,44_8,1
44_7,45_7,1
44_8,44_9,1
44_8,45_8,1
44_9,44_10,1
44_9,45_9,1
44_10,44_11,1
44_10,45_10,1
44_11,44_12,1
44_11,45_11,1
44_12,44_13,1
44_12,45_12,1
44_13,44_14,1
44_13,45_13,1
44_14,44_15,1
44_14,45_14,1
44_15,44_16,1
44_15,45_15,1
44_16,45_16,1
44_22,44_23,1
44_22,45_22,1
44_23,44_24,1
44_23,45_23,1
44_24,44_25,1
44_24,45_24,1
44_25,44_26,1
44_26,44_27,1
44_27,44_28,1
44_28,44_29,1
44_29,44_30,1
44_30,44_31,1
44_31,44_32,1
44_32,44_33,1
44_33,44_34,1
44_34,44_35,1
44_34,45_34,1
44_35,44_36,1
44_35,45_35,1
44_36,44_37,1
44_36,45_36,1
44_37,44_38,1
44_37,45_37,1
44_38,44_39,1
44_38,45_38,1
44_39,44_40,1
44_39,45_39,1
44_40,44_41,1
44_40,45_40,1
44_41,44_42,1
44_41,45_41,1
44_42,44_43,1
44_42,45_42,1
44_43,44_44,1
44_43,45_43,1
44_44,44_45,1
44_44,45_44,1
44_45,44_46,1
44_45,45_45,1
44_46,44_47,1
44_46,45_46,1
44_47,44_48,1
44_47,45_47,1
44_48,44_49,1
44_48,45_48,1
44_49,44_50,1
44_49,45_49,1
44_50,44_51,1
44_50,45_50,1
44_51,44_52,1
44_51,45_51,1
44_52,45_52,1
44_54,44_55,1
44_54,45_54,1
44_55,44_56,1
44_55,45_55,1
44_56,44_57,1
44_56,45_56,1
44_57,44_58,1
44_57,45_57,1
44_58,44_59,1
44_58,45_58,1
44_59,44_60,1
44_59,45_59,1
44_60,45_60,1
44_62,44_63,1
44_62,45_62,1
44_63,44_64,1
44_63,45_63,1
44_64,44_65,1
44_64,45_64,1
44_65,44_66,1
44_65,45_65,1
44_66,44_67,1
44_66,45_66,1
44_67,44_68,1
44_67,45_67,1
44_68,44_69,1
44_68,45_68,1
44_69,44_70,1
44_69,45_69,1
44_70,44_71,1
44_70,45_70,1
44_71,44_72,1
44_71,45_71,1
44_72,44_73,1
44_72,45_72,1
44_73,44_74,1
44_73,45_73,1
44_74,44_75,1
44_74,45_74,1
44_75,44_76,1
44_75,45_75,1
44_76,44_77,1
44_76,45_76,1
44_77,44_78,1
44_77,45_77,1
44_78,45_78,1
45_1,45_2,1
45_1,46_1,1
45_2,45_3,1
45_2,46_2,1
45_3,45_4,1
45_4,45_5,1
45_5,45_6,1
45_6,45_7,1
45_6,46_6,1
45_7,45_8,1
45_7,46_7,1
45_8,45_9,1
45_8,46_8,1
45_9,45_10,1
45_9,46_9,1
45_10,45_11,1
45_10,46_10,1
45_11,45_12,1
45_11,46_11,1
45_12,45_13,1
45_12,46_12,1
45_13,45_14,1
45_13,46_13,1
45_14,45_15,1
45_14,46_14,1
45_15,45_16,1
45_15,46_15,1
45_16,46_16,1
45_18,45_19,1
45_18,46_18,1
45_19,45_20,1
45_19,46_19,1
45_20,45_21,1
45_20,46_20,1
45_21,45_22,1
45_21,46_21,1
45_22,45_23,1
45_22,46_22,1
45_23,45_24,1
45_23,46_23,1
45_24,46_24,1
45_34,45_35,1
45_34,46_34,1
45_35,45_36,1
45_35,46_35,1
45_36,45_37,1
45_36,46_36,1
45_37,45_38,1
45_37,46_37,1
45_38,45_39,1
45_38,46_38,1
45_39,45_40,1
45_39,46_39,1
45_40,45_41,1
45_40,46_40,1
45_41,45_42,1
45_41,46_41,1
45_42,45_43,1
45_42,46_42,1
45_43,45_44,1
45_43,46_43,1
45_44,45_45,1
45_44,46_44,1
45_45,45_46,1
45_45,46_45,1
45_46,45_47,1
45_46,46_46,1
45_47,45_48,1
45_47,46_47,1
45_48,45_49,1
45_48,46_48,1
45_49,45_50,1
45_49,46_49,1
45_50,45_51,1
45_50,46_50,1
45_51,45_52,1
45_51,46_51,1
45_52,46_52,1
45_54,45_55,1
45_54,46_54,1
45_55,45_56,1
45_55,46_55,1
45_56,45_57,1
45_56,46_56,1
45_57,45_58,1
45_57,46_57,1
45_58,45_59,1
45_58,46_58,1
45_59,45_60,1
45_59,46_59,1
45_60,46_60,1
45_62,45_63,1
45_62,46_62,1
45_63,45_64,1
45_63,46_63,1
45_64,45_65,1
45_64,46_64,1
45_65,45_66,1
45_65,46_65,1
45_66,45_67,1
45_66,46_66,1
45_67,45_68,1
45_67,46_67,1
45_68,45_69,1
45_68,46_68,1
45_69,45_70,1
45_69,46_69,1
45_70,45_71,1
45_70,46_70,1
45_71,45_72,1
45_71,46_71,1
45_72,45_73,1
45_72,46_72,1
45_73,45_74,1
45_73,46_73,1
45_74,45_75,1
45_74,46_74,1
45_75,45_76,1
45_75,46_75,1
45_76,45_77,1
45_76,46_76,1
45_77,45_78,1
45_77,46_77,1
45_78,46_78,1
46_1,46_2,1
46_1,47_1,1
46_2,47_2,1
46_6,46_7,1
46_6,47_6,1
46_7,46_8,1
46_7,47_7,1
46_8,46_9,1
46_8,47_8,1
46_9,46_10,1
46_9,47_9,1
46_10,46_11,1
46_10,47_10,1
46_11,46_12,1
46_11,47_11,1
46_12,46_13,1
46_12,47_12,1
46_13,46_14,1
46_13,47_13,1
46_14,46_15,1
46_14,47_14,1
46_15,46_16,1
46_15,47_15,1
46_16,47_16,1
46_18,46_19,1
46_18,47_18,1
46_19,46_20,1
46_19,47_19,1
46_20,46_21,1
46_20,47_20,1
46_21,46_22,1
46_21,47_21,1
46_22,46_23,1
46_22,47_22,1
46_23,46_24,1
46_23,47_23,1
46_24,46_25,1
46_24,47_24,1
46_25,46_26,1
46_25,47_25,1
46_26,46_27,1
46_26,47_26,1
46_27,46_28,1
46_27,47_27,1
46_28,46_29,1
46_28,47_28,1
46_29,46_30,1
46_29,47_29,1
46_30,46_31,1
46_30,47_30,1
46_31,46_32,1
46_31,47_31,1
46_32,46_33,1
46_32,47_32,1
46_33,46_34,1
46_33,47_33,1
46_34,46_35,1
46_34,47_34,1
46_35,46_36,1
46_35,47_35,1
46_36,46_37,1
46_36,47_36,1
46_37,46_38,1
46_37,47_37,1
46_38,46_39,1
46_38,47_38,1
46_39,46_40,1
46_39,47_39,1
46_40,46_41,1
46_40,47_40,1
46_41,46_42,1
46_41,47_41,1
46_42,46_43,1
46_42,47_42,1
46_43,46_44,1
46_43,47_43,1
46_44,46_45,1
46_44,47_44,1
46_45,46_46,1
46_45,47_45,1
46_46,46_47,1
46_46,47_46,1
46_47,46_48,1
46_47,47_47,1
46_48,46_49,1
46_48,47_48,1
46_49,46_50,1
46_49,47_49,1
46_50,46_51,1
46_50,47_50,1
46_51,46_52,1
46_51,47_51,1
46_52,47_52,1
46_54,46_55,1
46_54,47_54,1
46_55,46_56,1
46_55,47_55,1
46_56,46_57,1
46_56,47_56,1
46_57,46_58,1
46_57,47_57,1
46_58,46_59,1
46_58,47_58,1
46_59,46_60,1
46_59,47_59,1
46_60,46_61,1
46_60,47_60,1
46_61,46_62,1
46_61,47_61,1
46_62,46_63,1
46_62,47_62,1
46_63,46_64,1
46_63,47_63,1
46_64,46_65,1
46_64,47_64,1
46_65,46_66,1
46_65,47_65,1
46_66,46_67,1
46_66,47_66,1
46_67,46_68,1
46_67,47_67,1
46_68,46_69,1
46_68,47_68,1
46_69,46_70,1
46_69,47_69,1
46_70,46_71,1
46_70,47_70,1
46_71,46_72,1
46_71,47_71,1
46_72,46_73,1
46_72,47_72,1
46_73,46_74,1
46_73,47_73,1
46_74,46_75,1
46_74,47_74,1
46_75,46_76,1
46_75,47_75,1
46_76,46_77,1
46_76,47_76,1
46_77,46_78,1
46_77,47_77,1
46_78,47_78,1
47_1,47_2,1
47_1,48_1,1
47_2,48_2,1
47_4,47_5,1
47_4,48_4,1
47_5,47_6,1
47_5,48_5,1
47_6,47_7,1
47_6,48_6,1
47_7,47_8,1
47_7,48_7,1
47_8,47_9,1
47_8,48_8,1
47_9,47_10,1
47_9,48_9,1
47_10,47_11,1
47_10,48_10,1
47_11,47_12,1
47_11,48_11,1
47_12,47_13,1
47_12,48_12,1
47_13,47_14,1
47_13,48_13,1
47_14,47_15,1
47_14,48_14,1
47_15,47_16,1
47_15,48_15,1
47_16,48_16,1
47_18,47_19,1
47_18,48_18,1
47_19,47_20,1
47_19,48_19,1
47_20,47_21,1
47_20,48_20,1
47_21,47_22,1
47_21,48_21,1
47_22,47_23,1
47_22,48_22,1
47_23,47_24,1
47_23,48_23,1
47_24,47_25,1
47_24,48_24,1
47_25,47_26,1
47_25,48_25,1
47_26,47_27,1
47_26,48_26,1
47_27,47_28,1
47_27,48_27,1
47_28,47_29,1
47_28,48_28,1
47_29,47_30,1
47_29,48_29,1
47_30,47_31,1
47_30,48_30,1
47_31,47_32,1
47_31,48_31,1
47_32,47_33,1
47_32,48_32,1
47_33,47_34,1
47_33,48_33,1
47_34,47_35,1
47_34,48_34,1
47_35,47_36,1
47_35,48_35,1
47_36,47_37,1
47_37,47_38,1
47_37,48_37,1
47_38,47_39,1
47_38,48_38,1
47_39,47_40,1
47_39,48_39,1
47_40,47_41,1
47_40,48_40,1
47_41,47_42,1
47_41,48_41,1
47_42,47_43,1
47_42,48_42,1
47_43,47_44,1
47_43,48_43,1
47_44,47_45,1
47_44,48_44,1
47_45,47_46,1
47_45,48_45,1
47_46,47_47,1
47_46,48_46,1
47_47,47_48,1
47_47,48_47,1
47_48,47_49,1
47_48,48_48,1
47_49,47_50,1
47_49,48_49,1
47_50,47_51,1
47_50,48_50,1
47_51,47_52,1
47_51,48_51,1
47_52,48_52,1
47_54,47_55,1
47_54,48_54,1
47_55,47_56,1
47_55,48_55,1
47_56,47_57,1
47_56,48_56,1
47_57,47_58,1
47_57,48_57,1
47_58,47_59,1
47_58,48_58,1
47_59,47_60,1
47_59,48_59,1
47_60,47_61,1
47_60,48_60,1
47_61,47_62,1
47_61,48_61,1
47_62,47_63,1
47_62,48_62,1
47_63,47_64,1
47_63,48_63,1
47_64,47_65,1
47_64,48_64,1
47_65,47_66,1
47_65,48_65,1
47_66,47_67,1
47_66,48_66,1
47_67,47_68,1
47_67,48_67,1
47_68,47_69,1
47_68,48_68,1
47_69,47_70,1
47_69,48_69,1
47_70,47_71,1
47_70,48_70,1
47_71,47_72,1
47_71,48_71,1
47_72,47_73,1
47_72,48_72,1
47_73,47_74,1
47_73,48_73,1
47_74,47_75,1
47_74,48_74,1
47_75,47_76,1
47_75,48_75,1
47_76,47_77,1
47_76,48_76,1
47_77,47_78,1
47_77,48_77,1
47_78,48_78,1
48_1,48_2,1
48_1,49_1,1
48_2,49_2,1
48_4,48_5,1
48_4,49_4,1
48_5,48_6,1
48_5,49_5,1
48_6,48_7,1
48_6,49_6,1
48_7,48_8,1
48_7,49_7,1
48_8,48_9,1
48_8,49_8,1
48_9,48_10,1
48_9,49_9,1
48_10,48_11,1
48_10,49_10,1
48_11,48_12,1
48_11,49_11,1
48_12,48_13,1
48_12,49_12,1
48_13,48_14,1
48_13,49_13,1
48_14,48_15,1
48_14,49_14,1
48_15,48_16,1
48_15,49_15,1
48_16,49_16,1
48_18,48_19,1
48_18,49_18,1
48_19,48_20,1
48_19,49_19,1
48_20,48_21,1
48_20,49_20,1
48_21,48_22,1
48_21,49_21,1
48_22,48_23,1
48_22,49_22,1
48_23,48_24,1
48_24,48_25,1
48_25,48_26,1
48_26,48_27,1
48_26,49_26,1
48_27,48_28,1
48_27,49_27,1
48_28,48_29,1
48_28,49_28,1
48_29,48_30,1
48_29,49_29,1
48_30,48_31,1
48_30,49_30,1
48_31,48_32,1
48_31,49_31,1
48_32,48_33,1
48_32,49_32,1
48_33,48_34,1
48_33,49_33,1
48_34,48_35,1
48_34,49_34,1
48_35,49_35,1
48_37,48_38,1
48_37,49_37,1
48_38,48_39,1
48_38,49_38,1
48_39,48_40,1
48_39,49_39,1
48_40,48_41,1
48_40,49_40,1
48_41,48_42,1
48_41,49_41,1
48_42,48_43,1
48_42,49_42,1
48_43,48_44,1
48_43,49_43,1
48_44,48_45,1
48_44,49_44,1
48_45,48_46,1
48_45,49_45,1
48_46,48_47,1
48_46,49_46,1
48_47,48_48,1
48_47,49_47,1
48_48,48_49,1
48_48,49_48,1
48_49,48_50,1
48_49,49_49,1
48_50,48_51,1
48_50,49_50,1
48_51,48_52,1
48_51,49_51,1
48_52,48_53,1
48_52,49_52,1
48_53,48_54,1
48_53,49_53,1
48_54,48_55,1
48_54,49_54,1
48_55,48_56,1
48_55,49_55,1
48_56,48_57,1
48_56,49_56,1
48_57,48_58,1
48_57,49_57,1
48_58,48_59,1
48_58,49_58,1
48_59,48_60,1
48_59,49_59,1
48_60,48_61,1
48_60,49_60,1
48_61,48_62,1
48_61,49_61,1
48_62,48_63,1
48_62,49_62,1
48_63,48_64,1
48_63,49_63,1
48_64,48_65,1
48_64,49_64,1
48_65,48_66,1
48_65,49_65,1
48_66,48_67,1
48_66,49_66,1
48_67,48_68,1
48_67,49_67,1
48_68,48_69,1
48_68,49_68,1
48_69,48_70,1
48_69,49_69,1
48_70,48_71,1
48_70,49_70,1
48_71,48_72,1
48_71,49_71,1
48_72,48_73,1
48_72,49_72,1
48_73,48_74,1
48_73,49_73,1
48_74,48_75,1
48_74,49_74,1
48_75,48_76,1
48_75,49_75,1
48_76,48_77,1
48_76,49_76,1
48_77,48_78,1
48_77,49_77,1
48_78,49_78,1
49_1,49_2,1
49_1,50_1,1
49_2,49_3,1
49_2,50_2,1
49_3,49_4,1
49_3,50_3,1
49_4,49_5,1
49_4,50_4,1
49_5,49_6,1
49_5,50_5,1
49_6,49_7,1
49_6,50_6,1
49_7,49_8,1
49_8,49_9,1
49_9,49_10,1
49_10,49_11,1
49_11,49_12,1
49_12,49_13,1
49_13,49_14,1
49_14,49_15,1
49_15,49_16,1
49_15,50_15,1
49_16,50_16,1
49_18,49_19,1
49_18,50_18,1
49_19,49_20,1
49_19,50_19,1
49_20,49_21,1
49_20,50_20,1
49_21,49_22,1
49_21,50_21,1
49_22,50_22,1
49_26,49_27,1
49_26,50_26,1
49_27,49_28,1
49_27,50_27,1
49_28,49_29,1
49_28,50_28,1
49_29,49_30,1
49_29,50_29,1
49_30,49_31,1
49_30,50_30,1
49_31,49_32,1
49_31,50_31,1
49_32,49_33,1
49_32,50_32,1
49_33,49_34,1
49_33,50_33,1
49_34,49_35,1
49_34,50_34,1
49_35,50_35,1
49_37,49_38,1
49_37,50_37,1
49_38,49_39,1
49_38,50_38,1
49_39,49_40,1
49_39,50_39,1
49_40,49_41,1
49_40,50_40,1
49_41,49_42,1
49_41,50_41,1
49_42,49_43,1
49_42,50_42,1
49_43,49_44,1
49_43,50_43,1
49_44,49_45,1
49_44,50_44,1
49_45,49_46,1
49_45,50_45,1
49_46,49_47,1
49_46,50_46,1
49_47,49_48,1
49_47,50_47,1
49_48,49_49,1
49_48,50_48,1
49_49,49_50,1
49_49,50_49,1
49_50,49_51,1
49_50,50_50,1
49_51,49_52,1
49_51,50_51,1
49_52,49_53,1
49_52,50_52,1
49_53,49_54,1
49_53,50_53,1
49_54,49_55,1
49_54,50_54,1
49_55,49_56,1
49_55,50_55,1
49_56,49_57,1
49_56,50_56,1
49_57,49_58,1
49_57,50_57,1
49_58,49_59,1
49_58,50_58,1
49_59,49_60,1
49_59,50_59,1
49_60,49_61,1
49_60,50_60,1
49_61,49_62,1
49_61,50_61,1
49_62,49_63,1
49_62,50_62,1
49_63,49_64,1
49_63,50_63,1
49_64,49_65,1
49_64,50_64,1
49_65,49_66,1
49_65,50_65,1
49_66,49_67,1
49_66,50_66,1
49_67,49_68,1
49_67,50_67,1
49_68,49_69,1
49_68,50_68,1
49_69,49_70,1
49_69,50_69,1
49_70,49_71,1
49_70,50_70,1
49_71,49_72,1
49_71,50_71,1
49_72,49_73,1
49_72,50_72,1
49_73,49_74,1
49_73,50_73,1
49_74,49_75,1
49_74,50_74,1
49_75,49_76,1
49_75,50_75,1
49_76,49_77,1
49_76,50_76,1
49_77,49_78,1
49_77,50_77,1
49_78,50_78,1
50_1,50_2,1
50_1,51_1,1
50_2,50_3,1
50_2,51_2,1
50_3,50_4,1
50_3,51_3,1
50_4,50_5,1
50_4,51_4,1
50_5,50_6,1
50_5,51_5,1
50_6,51_6,1
50_15,50_16,1
50_15,51_15,1
50_16,50_17,1
50_16,51_16,1
50_17,50_18,1
50_17,51_17,1
50_18,50_19,1
50_18,51_18,1
50_19,50_20,1
50_19,51_19,1
50_20,50_21,1
50_20,51_20,1
50_21,50_22,1
50_21,51_21,1
50_22,51_22,1
50_24,50_25,1
50_25,50_26,1
50_26,50_27,1
50_27,50_28,1
50_27,51_27,1
50_28,50_29,1
50_28,51_28,1
50_29,50_30,1
50_29,51_29,1
50_30,50_31,1
50_31,50_32,1
50_31,51_31,1
50_32,50_33,1
50_32,51_32,1
50_33,50_34,1
50_33,51_33,1
50_34,50_35,1
50_34,51_34,1
50_35,51_35,1
50_37,50_38,1
50_37,51_37,1
50_38,50_39,1
50_38,51_38,1
50_39,50_40,1
50_39,51_39,1
50_40,50_41,1
50_40,51_40,1
50_41,50_42,1
50_41,51_41,1
50_42,50_43,1
50_42,51_42,1
50_43,50_44,1
50_43,51_43,1
50_44,50_45,1
50_44,51_44,1
50_45,50_46,1
50_45,51_45,1
50_46,50_47,1
50_46,51_46,1
50_47,50_48,1
50_47,51_47,1
50_48,50_49,1
50_48,51_48,1
50_49,50_50,1
50_49,51_49,1
50_50,50_51,1
50_50,51_50,1
50_51,50_52,1
50_51,51_51,1
50_52,50_53,1
50_52,51_52,1
50_53,50_54,1
50_53,51_53,1
50_54,50_55,1
50_54,51_54,1
50_55,50_56,1
50_55,51_55,1
50_56,50_57,1
50_56,51_56,1
50_57,50_58,1
50_57,51_57,1
50_58,50_59,1
50_58,51_58,1
50_59,50_60,1
50_59,51_59,1
50_60,50_61,1
50_60,51_60,1
50_61,50_62,1
50_61,51_61,1
50_62,50_63,1
50_62,51_62,1
50_63,50_64,1
50_63,51_63,1
50_64,50_65,1
50_64,51_64,1
50_65,50_66,1
50_65,51_65,1
50_66,50_67,1
50_66,51_66,1
50_67,50_68,1
50_67,51_67,1
50_68,50_69,1
50_68,51_68,1
50_69,50_70,1
50_69,51_69,1
50_70,50_71,1
50_70,51_70,1
50_71,50_72,1
50_71,51_71,1
50_72,50_73,1
50_72,51_72,1
50_73,50_74,1
50_73,51_73,1
50_74,50_75,1
50_74,51_74,1
50_75,50_76,1
50_75,51_75,1
50_76,50_77,1
50_76,51_76,1
50_77,50_78,1
50_77,51_77,1
50_78,51_78,1
51_1,51_2,1
51_1,52_1,1
51_2,51_3,1
51_2,52_2,1
51_3,51_4,1
51_3,52_3,1
51_4,51_5,1
51_4,52_4,1
51_5,51_6,1
51_5,52_5,1
51_6,51_7,1
51_6,52_6,1
51_7,51_8,1
51_7,52_7,1
51_8,51_9,1
51_8,52_8,1
51_9,51_10,1
51_9,52_9,1
51_10,51_11,1
51_10,52_10,1
51_11,51_12,1
51_11,52_11,1
51_12,51_13,1
51_12,52_12,1
51_13,51_14,1
51_13,52_13,1
51_14,51_15,1
51_14,52_14,1
51_15,51_16,1
51_15,52_15,1
51_16,51_17,1
51_16,52_16,1
51_17,51_18,1
